425, 596, -98.42696902148067
599, 482, -143.74616226255523
558, 755, -58.3924977537511
1303, 608, -148.39249775375112
1547, 710, 171.38435181583588
1872, 513, -138.1221304621157
1802, 632, -112.93210043758978
2634, 672, -37.8749836510982
3960, 369, 143.13010235415598
6483, 182, -124.0938588862295
6980, 566, -38.36748538486153
7604, 497, 59.03624346792648
1182, 1295, -125.3112134396332
1224, 1494, -27.21611155730747
1246, 1104, -120.46554491945989
1792, 1212, 146.88865803962796
1904, 1351, 150.64224645720873
2071, 1398, 148.67130713219584
2274, 1487, 149.03624346792648
1871, 1919, -39.173657970444225
2631, 1756, 147.65255650055798
3039, 2048, 152.70042778866718
3439, 2974, -35.53767779197438
3861, 2602, 146.97613244420336
3699, 2551, 141.70983680775691
4268, 2876, 147.52880770915152
4415, 2975, 139.63546342690265
4112, 2830, 144.46232220802563
4123, 3438, -39.28940686250036
4711, 3569, -127.99873244250466
4559, 3349, -81.86989764584402
5377, 3511, 150.64224645720873
6856, 3513, -32.61924307119283
5778, 4616, -35.36246188706905
5976, 4610, 54.63753811293097
6222, 4245, 145.92280471986925
7034, 4580, 114.67686317033704
6687, 4551, 64.53665493812841
7579, 4350, 22.10944834375168
